spUTCTime,spClockTime,price
2025-03-23 15:00:00+00:00,2025-03-23 15:00:00+00:00,7.609999999999999
2025-03-23 15:30:00+00:00,2025-03-23 15:30:00+00:00,7.609999999999999
2025-03-23 16:00:00+00:00,2025-03-23 16:00:00+00:00,13.89
2025-03-23 16:30:00+00:00,2025-03-23 16:30:00+00:00,13.809397652106867
2025-03-23 17:00:00+00:00,2025-03-23 17:00:00+00:00,13.89
2025-03-23 17:30:00+00:00,2025-03-23 17:30:00+00:00,13.89
2025-03-23 18:00:00+00:00,2025-03-23 18:00:00+00:00,13.8
2025-03-23 18:30:00+00:00,2025-03-23 18:30:00+00:00,13.89
2025-03-23 19:00:00+00:00,2025-03-23 19:00:00+00:00,12.966986666666667
2025-03-23 19:30:00+00:00,2025-03-23 19:30:00+00:00,9.536
2025-03-23 20:00:00+00:00,2025-03-23 20:00:00+00:00,11.569010309278351
2025-03-23 20:30:00+00:00,2025-03-23 20:30:00+00:00,10.686
2025-03-23 21:00:00+00:00,2025-03-23 21:00:00+00:00,13.775
2025-03-23 21:30:00+00:00,2025-03-23 21:30:00+00:00,12.461
2025-03-23 22:00:00+00:00,2025-03-23 22:00:00+00:00,11.190000000000001
2025-03-23 22:30:00+00:00,2025-03-23 22:30:00+00:00,11.190000000000001
2025-03-23 23:00:00+00:00,2025-03-23 23:00:00+00:00,11.190000000000001
2025-03-23 23:30:00+00:00,2025-03-23 23:30:00+00:00,7.912000000000001
2025-03-24 00:00:00+00:00,2025-03-24 00:00:00+00:00,7.917
2025-03-24 00:30:00+00:00,2025-03-24 00:30:00+00:00,7.917
2025-03-24 01:00:00+00:00,2025-03-24 01:00:00+00:00,7.917
2025-03-24 01:30:00+00:00,2025-03-24 01:30:00+00:00,7.926
2025-03-24 02:00:00+00:00,2025-03-24 02:00:00+00:00,11.345
2025-03-24 02:30:00+00:00,2025-03-24 02:30:00+00:00,7.926
